victim_age,offender_age,incident_hour,latitude,longitude,month_num,relationship_name,victim_sex,offender_sex,victim_ethnicity,offender_ethnicity,victim_race,offender_race,location_name,offense_name,offense_category_name,crime_against,ct_flag,hc_flag
68,18,2,-74.87,39.52,9,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,American Indian or Alaska Native,Residence/Home,Wire Fraud,Burglary/Breaking & Entering,Person,True,False
74,10,0,-75.35,39.78,5,Victim Was Sibling,M,M,Hispanic or Latino,Hispanic or Latino,White,Asian,Residence/Home,Wire Fraud,Fraud Offenses,Property,True,True
10,91,0,-74.19,40.6,1,Victim Was Other Family Member,M,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Native Hawaiian or Other Pacific Islander,Residence/Home,Destruction/Damage/Vandalism of Property,Sex Offenses,Property,True,True
54,67,22,-73.94,39.57,10,Victim Was Boyfriend/Girlfriend,F,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Cyberspace,Credit Card/Automated Teller Machine Fraud,Stolen Property Offenses,Person,True,True
40,44,16,-74.56,39.21,1,Victim Was Sibling,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Shoplifting,Extortion/Blackmail,Person,True,True
4,62,14,-73.96,39.91,6,Relationship Unknown,F,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Theft From Building,Motor Vehicle Theft,Property,True,True
22,25,12,-75.17,40.49,1,Victim Was Spouse,M,M,Not Hispanic or Latino,Hispanic or Latino,American Indian or Alaska Native,White,Residence/Home,Theft From Building,Sex Offenses,Person,False,True
40,67,9,-73.93,39.76,5,Victim was Ex-Spouse,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Purse-snatching,Extortion/Blackmail,Property,True,False
81,6,10,-74.83,39.14,7,Victim Was Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Sexual Assault With An Object,Embezzlement,Person,False,True
30,76,6,-74.55,39.86,10,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Parking/Drop Lot/Garage,Fondling,Burglary/Breaking & Entering,Property,False,True
42,65,18,-75.16,39.09,7,Victim was Ex-Spouse,M,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Asian,Residence/Home,Aggravated Assault,Destruction/Damage/Vandalism of Property,Person,True,True
23,43,10,-75.15,40.49,6,Victim Was Acquaintance,F,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Human Trafficking,Person,False,True
12,75,3,-75.2,41.21,11,Victim Was Other Family Member,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Cyberspace,All Other Larceny,Burglary/Breaking & Entering,Property,True,True
88,51,21,-74.37,39.73,4,Victim was Ex-Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Parking/Drop Lot/Garage,Credit Card/Automated Teller Machine Fraud,Bribery,Property,True,True
98,60,20,-74.22,40.62,12,Victim Was Neighbor,M,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Intimidation,Fraud Offenses,Person,True,True
14,67,17,-75.52,39.51,12,Victim Was Stranger,F,F,Hispanic or Latino,Hispanic or Latino,Black or African American,American Indian or Alaska Native,Residence/Home,Purse-snatching,Destruction/Damage/Vandalism of Property,Person,True,True
52,76,13,-74.3,39.97,1,Victim was Ex-Spouse,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Kidnapping/Abduction,Homicide Offenses,Person,True,True
46,94,11,-73.96,39.75,11,Victim Was Neighbor,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Purse-snatching,Extortion/Blackmail,Person,True,True
9,21,18,-75.41,38.97,2,Victim Was Spouse,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Highway/Road/Alley/Street/Sidewalk,Identity Theft,Robbery,Person,True,True
31,91,4,-74.99,39.37,7,Victim Was Other Family Member,F,F,Hispanic or Latino,Not Hispanic or Latino,Unknown,Black or African American,Residence/Home,Counterfeiting/Forgery,Homicide Offenses,Property,True,True
100,81,16,-75.09,41.07,11,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Robbery,Bribery,Property,True,True
44,96,21,-74.44,39.45,7,Victim Was Other Family Member,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Robbery,Stolen Property Offenses,Property,True,True
21,1,7,-74.47,40.12,1,Victim Was Neighbor,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Cyberspace,Purse-snatching,Robbery,Person,True,True
11,85,22,-73.92,40.36,8,Victim Was Child,M,F,Not Hispanic or Latino,Hispanic or Latino,Unknown,Asian,Department/Discount Store,Motor Vehicle Theft,Motor Vehicle Theft,Property,True,True
86,74,2,-74.72,40.15,5,Victim Was Neighbor,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,All Other Larceny,Motor Vehicle Theft,Person,True,True
23,100,18,-75.23,41.08,1,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Credit Card/Automated Teller Machine Fraud,Motor Vehicle Theft,Property,True,True
30,26,15,-74.78,39.9,10,Victim was Otherwise Known,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Counterfeiting/Forgery,Person,True,True
49,87,15,-74.25,40.07,3,Victim Was Sibling,F,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Counterfeiting/Forgery,Assault Offenses,Property,True,True
71,53,12,-74.48,40.16,4,Victim Was Child,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Kidnapping/Abduction,Human Trafficking,Person,True,True
81,93,9,-74.99,40.3,5,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Parking/Drop Lot/Garage,Identity Theft,Extortion/Blackmail,Property,True,True
21,39,20,-74.54,41.25,10,Victim Was Spouse,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Statutory Rape,Homicide Offenses,Property,True,True
81,70,0,-74.64,40.16,9,Victim Was Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Restaurant,Theft From Building,Stolen Property Offenses,Property,True,True
25,78,18,-74.31,40.22,9,Victim Was Other Family Member,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Burglary/Breaking & Entering,Assault Offenses,Property,False,True
1,43,15,-74.15,41.26,9,Victim Was Acquaintance,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Impersonation,Assault Offenses,Property,True,True
94,28,19,-74.17,40.7,5,Victim Was Friend,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Native Hawaiian or Other Pacific Islander,Residence/Home,Kidnapping/Abduction,Motor Vehicle Theft,Property,True,True
19,61,16,-73.92,40.17,1,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Sodomy,Sex Offenses,Person,False,False
9,25,18,-74.31,40.39,1,Victim Was Sibling,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Burglary/Breaking & Entering,Counterfeiting/Forgery,Property,True,True
78,67,13,-75.26,39.6,7,Victim Was Boyfriend/Girlfriend,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories,Assault Offenses,Property,True,True
82,92,7,-74.44,39.77,10,Victim Was Other Family Member,M,F,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Motor Vehicle Theft,Human Trafficking,Person,True,True
68,48,20,-74.09,40.74,3,Victim Was Other Family Member,F,M,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property,Bribery,Property,True,False
15,81,12,-75.27,41.2,9,Victim Was Friend,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle,Arson,Property,False,True
69,86,15,-75.11,40.97,7,Victim Was Neighbor,M,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Statutory Rape,Human Trafficking,Person,True,True
98,33,10,-75.06,39.42,1,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Extortion/Blackmail,Person,True,False
35,27,16,-75.42,39.96,11,Victim Was Friend,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Unknown,Highway/Road/Alley/Street/Sidewalk,Burglary/Breaking & Entering,Sex Offenses,Property,True,True
25,56,22,-75.27,39.47,11,Victim Was Parent,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Rape,Burglary/Breaking & Entering,Property,True,True
69,64,2,-75.34,40.08,5,Victim Was Neighbor,F,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Sexual Assault With An Object,Extortion/Blackmail,Person,True,False
36,66,7,-74.23,40.72,4,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Aggravated Assault,Sex Offenses,Property,True,True
2,97,10,-74.59,40.92,1,Victim was Ex-Spouse,M,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,False Pretenses/Swindle/Confidence Game,Destruction/Damage/Vandalism of Property,Person,False,True
95,57,2,-75.23,40.59,12,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Unknown,Highway/Road/Alley/Street/Sidewalk,Murder and Nonnegligent Manslaughter,Human Trafficking,Property,True,True
19,7,23,-74.35,39.86,12,Victim Was Other Family Member,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Unknown,Black or African American,Residence/Home,Aggravated Assault,Kidnapping/Abduction,Person,True,True
67,45,20,-75.14,40.33,6,Victim Was Spouse,F,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Commercial/Office Building,All Other Larceny,Stolen Property Offenses,Person,False,True
92,5,22,-74.68,41.28,6,Victim Was Sibling,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Wire Fraud,Bribery,Property,True,True
19,100,20,-75.41,39.58,12,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Highway/Road/Alley/Street/Sidewalk,Fondling,Stolen Property Offenses,Person,True,True
57,2,8,-74.89,40.52,11,Victim Was Parent,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Fondling,Embezzlement,Person,False,False
17,41,6,-75.33,41.11,4,Victim Was Sibling,M,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Restaurant,Counterfeiting/Forgery,Burglary/Breaking & Entering,Person,False,True
76,71,17,-75.16,39.5,12,Relationship Unknown,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Unknown,Black or African American,Residence/Home,Murder and Nonnegligent Manslaughter,Bribery,Person,True,False
17,55,1,-74.47,40.13,12,Victim Was Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Restaurant,Shoplifting,Counterfeiting/Forgery,Property,True,False
7,1,20,-74.22,41.09,9,Victim was Otherwise Known,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Unknown,Residence/Home,Sexual Assault With An Object,Motor Vehicle Theft,Person,True,True
10,11,22,-75.53,39.93,7,Victim Was Sibling,M,M,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Theft From Building,Sex Offenses,Person,True,True
40,20,16,-74.69,40.65,4,Relationship Unknown,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Asian,Residence/Home,Counterfeiting/Forgery,Sex Offenses,Person,True,False
87,58,9,-73.95,40.96,3,Victim Was Other Family Member,M,M,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,School/College,Shoplifting,Larceny/Theft Offenses,Property,True,True
12,55,1,-74.57,39.48,10,Victim Was Parent,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Highway/Road/Alley/Street/Sidewalk,Robbery,Arson,Property,True,True
83,5,18,-75.06,39.8,4,Victim Was Neighbor,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Asian,Residence/Home,Statutory Rape,Counterfeiting/Forgery,Property,True,True
62,65,17,-75.2,39.22,10,Relationship Unknown,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Destruction/Damage/Vandalism of Property,Stolen Property Offenses,Person,True,True
85,16,20,-74.93,39.22,5,Victim Was Spouse,F,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Burglary/Breaking & Entering,Arson,Person,True,True
21,2,21,-75.09,40.27,3,Relationship Unknown,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Simple Assault,Stolen Property Offenses,Property,False,True
89,18,7,-74.74,39.19,10,Victim Was Acquaintance,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Destruction/Damage/Vandalism of Property,Fraud Offenses,Property,True,True
65,59,15,-74.84,40.99,9,Victim Was Neighbor,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Highway/Road/Alley/Street/Sidewalk,Counterfeiting/Forgery,Extortion/Blackmail,Property,True,True
50,1,19,-75.28,39.94,2,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,F,Hispanic or Latino,Hispanic or Latino,White,White,Parking/Drop Lot/Garage,False Pretenses/Swindle/Confidence Game,Motor Vehicle Theft,Person,True,True
96,18,6,-74.79,39.96,12,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Cyberspace,Statutory Rape,Robbery,Person,True,True
49,14,5,-74.35,39.77,4,Victim Was Child,F,M,Hispanic or Latino,Hispanic or Latino,Black or African American,White,Specialty Store,Simple Assault,Counterfeiting/Forgery,Property,True,True
41,66,10,-75.31,40.27,4,Victim was Otherwise Known,M,M,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,False Pretenses/Swindle/Confidence Game,Human Trafficking,Person,True,True
40,4,10,-75.33,40.05,12,Victim Was Parent,M,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Extortion/Blackmail,Person,True,True
17,14,5,-74.19,40.91,5,Victim Was Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Rape,Fraud Offenses,Person,False,True
8,43,8,-75.11,39.85,11,Victim Was Neighbor,F,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Statutory Rape,Homicide Offenses,Property,True,True
82,68,19,-75.0,39.2,9,Victim Was Parent,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Credit Card/Automated Teller Machine Fraud,Sex Offenses,Property,True,True
66,100,23,-75.5,40.11,9,Victim was Ex-Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Sodomy,Motor Vehicle Theft,Property,True,True
92,81,2,-74.55,39.54,7,Victim Was Other Family Member,F,M,Hispanic or Latino,Hispanic or Latino,White,Asian,Residence/Home,All Other Larceny,Stolen Property Offenses,Property,True,True
17,83,1,-75.21,39.53,3,Victim Was Sibling,M,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Purse-snatching,Human Trafficking,Property,True,True
50,73,16,-75.13,40.48,8,Victim Was Sibling,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Native Hawaiian or Other Pacific Islander,Parking/Drop Lot/Garage,Purse-snatching,Kidnapping/Abduction,Person,False,False
44,94,0,-74.64,39.08,6,Victim Was Acquaintance,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Fraud Offenses,Property,True,True
65,19,13,-75.19,39.72,11,Victim Was Parent,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Sexual Assault With An Object,Extortion/Blackmail,Property,True,True
45,54,7,-74.24,39.45,10,Victim was Ex-Spouse,M,F,Hispanic or Latino,Not Hispanic or Latino,Asian,Black or African American,Residence/Home,Stolen Property Offenses,Motor Vehicle Theft,Property,True,True
47,88,16,-73.96,39.65,8,Victim Was Neighbor,F,F,Hispanic or Latino,Hispanic or Latino,American Indian or Alaska Native,White,Residence/Home,Credit Card/Automated Teller Machine Fraud,Robbery,Property,True,True
41,15,20,-74.59,40.1,7,Victim was Ex-Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Highway/Road/Alley/Street/Sidewalk,Extortion/Blackmail,Burglary/Breaking & Entering,Person,False,True
93,71,4,-73.93,40.46,7,Relationship Unknown,F,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Sodomy,Embezzlement,Property,True,True
94,97,11,-75.08,39.54,7,Victim was Otherwise Known,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Motor Vehicle Theft,Burglary/Breaking & Entering,Person,True,True
23,89,2,-75.3,40.92,7,Victim Was Neighbor,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,False Pretenses/Swindle/Confidence Game,Motor Vehicle Theft,Person,True,True
19,38,23,-73.96,39.59,7,Victim Was Other Family Member,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Murder and Nonnegligent Manslaughter,Stolen Property Offenses,Property,True,True
50,19,23,-74.04,41.11,5,Relationship Unknown,M,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Commercial/Office Building,Fondling,Motor Vehicle Theft,Property,True,True
90,62,22,-73.95,40.02,12,Victim Was Sibling,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Rape,Extortion/Blackmail,Property,True,True
44,25,7,-74.21,39.68,12,Victim Was Boyfriend/Girlfriend,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Grocery/Supermarket,Shoplifting,Extortion/Blackmail,Person,True,True
13,12,11,-74.13,40.6,6,Victim Was Sibling,F,F,Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Kidnapping/Abduction,Stolen Property Offenses,Property,True,False
20,46,15,-74.19,40.48,11,Victim Was Child,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Fondling,Burglary/Breaking & Entering,Person,False,True
77,26,1,-74.11,40.76,11,Victim Was Acquaintance,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Intimidation,Human Trafficking,Property,False,True
51,98,14,-74.04,39.15,4,Victim was Otherwise Known,F,M,Hispanic or Latino,Not Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Robbery,Person,True,True
40,32,3,-75.42,38.97,2,Victim Was Acquaintance,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Murder and Nonnegligent Manslaughter,Burglary/Breaking & Entering,Person,True,True
72,15,21,-73.91,39.97,3,Victim Was Boyfriend/Girlfriend,F,F,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Parking/Drop Lot/Garage,Shoplifting,Homicide Offenses,Property,True,True
61,71,7,-74.75,40.11,9,Victim was Ex-Spouse,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Intimidation,Burglary/Breaking & Entering,Property,True,True
12,94,8,-75.26,39.22,12,Victim was Otherwise Known,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Impersonation,Robbery,Person,False,True
97,31,18,-74.85,38.96,5,Victim was Ex-Spouse,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Residence/Home,Theft From Building,Destruction/Damage/Vandalism of Property,Person,True,True
29,42,1,-74.17,39.14,3,Victim was Ex-Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Counterfeiting/Forgery,Sex Offenses,Person,False,True
24,27,4,-74.08,39.62,3,Victim Was Spouse,M,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Aggravated Assault,Fraud Offenses,Property,True,True
26,94,22,-73.94,39.23,4,Victim Was Child,F,M,Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft,Destruction/Damage/Vandalism of Property,Person,True,True
45,98,4,-74.16,39.71,1,Victim Was Stranger,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Destruction/Damage/Vandalism of Property,Counterfeiting/Forgery,Property,False,True
93,13,14,-74.96,40.96,9,Victim Was Child,F,F,Hispanic or Latino,Hispanic or Latino,White,White,Commercial/Office Building,Theft From Motor Vehicle,Stolen Property Offenses,Property,True,True
48,75,4,-75.54,39.29,6,Victim Was Parent,M,F,Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Highway/Road/Alley/Street/Sidewalk,Intimidation,Burglary/Breaking & Entering,Property,True,True
61,7,23,-75.12,40.16,12,Victim Was Spouse,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Fondling,Larceny/Theft Offenses,Property,True,True
91,32,1,-75.39,39.6,12,Relationship Unknown,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Drug Store/Doctor's Office/Hospital,Murder and Nonnegligent Manslaughter,Sex Offenses,Property,True,True
31,50,22,-73.97,39.18,4,Victim was Otherwise Known,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Parking/Drop Lot/Garage,Stolen Property Offenses,Assault Offenses,Person,True,True
53,99,2,-74.7,40.53,12,Relationship Unknown,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Murder and Nonnegligent Manslaughter,Motor Vehicle Theft,Person,True,True
12,42,14,-75.34,39.18,12,Victim Was Other Family Member,M,M,Not Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Rape,Destruction/Damage/Vandalism of Property,Property,False,True
28,96,17,-74.89,40.49,7,Relationship Unknown,F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Human Trafficking,Property,False,False
64,5,8,-74.99,39.16,3,Victim was Otherwise Known,M,F,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,White,Residence/Home,Burglary/Breaking & Entering,Larceny/Theft Offenses,Property,True,False
40,35,2,-75.11,40.0,9,Victim Was Acquaintance,F,M,Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,All Other Larceny,Robbery,Property,True,True
95,33,12,-74.04,40.38,1,Victim Was Spouse,F,F,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Theft From Motor Vehicle,Homicide Offenses,Property,False,True
90,87,6,-75.08,40.89,10,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,M,Hispanic or Latino,Hispanic or Latino,White,White,Residence/Home,Identity Theft,Bribery,Person,True,True
36,64,0,-74.91,40.16,1,Victim Was Friend,F,M,Not Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Fondling,Homicide Offenses,Property,True,True
99,71,21,-74.02,40.27,7,Victim Was Boyfriend/Girlfriend,F,F,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Black or African American,Residence/Home,Murder and Nonnegligent Manslaughter,Stolen Property Offenses,Property,True,True
17,13,17,-74.68,39.99,8,Victim Was Neighbor,M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Black or African American,Parking/Drop Lot/Garage,Rape,Larceny/Theft Offenses,Person,False,True
44,69,14,-75.43,40.86,10,Victim Was Child,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Theft of Motor Vehicle Parts or Accessories,Counterfeiting/Forgery,Property,True,False
61,73,0,-74.54,39.64,4,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,F,Hispanic or Latino,Hispanic or Latino,Asian,White,Residence/Home,Wire Fraud,Sex Offenses,Property,False,True
65,43,3,-74.88,39.55,8,Victim Was Spouse,M,M,Hispanic or Latino,Not Hispanic or Latino,Black or African American,Black or African American,Commercial/Office Building,Shoplifting,Motor Vehicle Theft,Property,True,True
83,91,7,-75.51,41.12,10,Victim Was Acquaintance,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Highway/Road/Alley/Street/Sidewalk,Extortion/Blackmail,Homicide Offenses,Property,True,True
52,96,3,-73.94,40.79,12,Victim Was Neighbor,M,M,Not Hispanic or Latino,Hispanic or Latino,White,Black or African American,Residence/Home,Burglary/Breaking & Entering,Stolen Property Offenses,Person,False,True
25,61,11,-75.16,40.54,6,Victim was Ex-Spouse,M,F,Hispanic or Latino,Hispanic or Latino,White,Black or African American,School-Elementary/Secondary,Impersonation,Embezzlement,Person,True,True
57,30,9,-74.42,39.06,11,Victim Was Neighbor,M,M,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Rape,Fraud Offenses,Person,False,False
65,53,11,-74.55,40.58,2,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),F,F,Not Hispanic or Latino,Not Hispanic or Latino,White,Asian,Residence/Home,Rape,Arson,Property,True,True
72,16,9,-74.64,39.44,7,Victim Was Friend,M,F,Not Hispanic or Latino,Hispanic or Latino,Black or African American,White,Residence/Home,Kidnapping/Abduction,Sex Offenses,Property,False,True
90,58,5,-73.98,39.57,5,Relationship Unknown,F,M,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Parking/Drop Lot/Garage,Wire Fraud,Counterfeiting/Forgery,Property,True,True
30,89,21,-74.23,41.12,6,Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend),M,F,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Residence/Home,Extortion/Blackmail,Human Trafficking,Person,True,True
50,36,15,-75.17,39.78,4,Victim was Otherwise Known,F,F,Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Impersonation,Kidnapping/Abduction,Person,True,True
100,91,18,-75.49,40.93,6,Victim Was Spouse,F,F,Not Hispanic or Latino,Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Theft of Motor Vehicle Parts or Accessories,Embezzlement,Property,True,True
29,71,9,-74.27,40.83,5,Victim Was Friend,F,F,Hispanic or Latino,Not Hispanic or Latino,White,White,Highway/Road/Alley/Street/Sidewalk,Shoplifting,Kidnapping/Abduction,Property,True,True
78,96,17,-74.29,39.57,11,Victim Was Boyfriend/Girlfriend,F,M,Not Hispanic or Latino,Hispanic or Latino,Black or African American,Black or African American,Residence/Home,Purse-snatching,Human Trafficking,Person,True,False
